,id,intakedate,intakereason,sheltercode,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype
3130,57930,2017-10-31 15:33:54,Stray,C17101437,Domestic Short Hair,Black and other colours mix,Cat,9 years 7 months.,Female,Cat room C,2018-02-07 00:00:00,Foster
3131,57930,2017-10-31 15:33:54,Stray,C17101437,Domestic Short Hair,Black and other colours mix,Cat,9 years 7 months.,Female,Cat room C,2018-03-23 00:00:00,Foster
3132,57930,2017-10-31 15:33:54,Stray,C17101437,Domestic Short Hair,Black and other colours mix,Cat,9 years 7 months.,Female,Cat room C,2018-04-05 00:00:00,Transfer
3137,57939,2017-11-01 13:02:44,Stray,C17111443,Domestic Short Hair,Multi colours,Cat,6 years 0 months.,Female,Stray Cats,2017-11-01 00:00:00,Transfer
3139,57942,2017-11-01 14:52:15,Stray,C17111444,Domestic Short Hair,Black and other colours mix,Cat,2 years 3 months.,Female,Adoptable Cat Small Colony,2017-12-01 00:00:00,Adoption
3140,57949,2017-11-02 09:54:18,Litter relinquishment,C17111440,Domestic Long Hair,Orange,Cat,1 year 2 months.,Female,Adoptable Cat Kennels,2017-11-07 00:00:00,Adoption
3141,57950,2017-11-02 09:54:18,Litter relinquishment,C17111441,Domestic Short Hair,Orange,Cat,1 year 2 months.,Male,Adoptable Cat Kennels,2017-11-07 00:00:00,Adoption
3142,57951,2017-11-02 09:54:18,Litter relinquishment,C17111442,Domestic Long Hair,Black and other colours mix,Cat,1 year 2 months.,Male,Adoptable Cat Kennels,2017-11-07 00:00:00,Adoption
3143,57953,2017-09-28 12:51:37,Born in Shelter,C17091450,Domestic Short Hair,Orange,Cat,5 weeks.,Male,Check-in,2017-09-28 00:00:00,Foster
3145,57956,2017-11-02 16:06:15,Stray,C17111452,Domestic Short Hair,Grey,Cat,1 year 2 months.,Female,Lobby,2017-11-11 00:00:00,Foster
3146,57956,2017-11-02 16:06:15,Stray,C17111452,Domestic Short Hair,Grey,Cat,1 year 2 months.,Female,Lobby,2017-12-05 00:00:00,Adoption
3147,57958,2017-11-02 16:53:51,Litter relinquishment,C17111451,Domestic Short Hair,Black,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-11-08 00:00:00,Adoption
3148,57959,2017-11-02 16:53:51,Litter relinquishment,C17111453,Domestic Medium Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Small Colony,2017-11-08 00:00:00,Adoption
3149,57960,2017-11-02 16:53:51,Litter relinquishment,C17111454,Domestic Short Hair,Black,Cat,1 year 5 months.,Female,Adoptable Cat Kennels,2017-12-01 00:00:00,Adoption
3150,57961,2017-11-02 16:53:51,Litter relinquishment,C17111455,Domestic Short Hair,Black,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,2017-11-08 00:00:00,Adoption
3151,57962,2017-11-02 16:53:51,Litter relinquishment,C17111456,Domestic Short Hair,Multi colours,Cat,1 year 5 months.,Female,Adoptable Cat Small Colony,2017-11-08 00:00:00,Adoption
3152,57963,2017-11-02 16:53:51,Litter relinquishment,C17111457,Domestic Short Hair,Multi colours,Cat,1 year 5 months.,Female,Adoptable Cat Glass Colony,2017-11-18 00:00:00,Adoption
3154,57965,2017-11-03 09:32:09,Stray,C17111458,Domestic Short Hair,Black,Cat,2 years 5 months.,Female,Adoptable Cat Big Colony,2018-01-26 00:00:00,Adoption
3156,57968,2017-11-03 13:59:14,Stray,C17111460,Domestic Short Hair,Multi colours,Cat,1 year 10 months.,Female,Adoptable Cat Glass Colony,2017-12-10 00:00:00,Foster
3157,57968,2017-11-03 13:59:14,Stray,C17111460,Domestic Short Hair,Multi colours,Cat,1 year 10 months.,Female,Adoptable Cat Glass Colony,2018-01-06 00:00:00,Adoption
3158,57969,2017-11-03 13:59:14,Stray,C17111461,Domestic Short Hair,Multi colours,Cat,2 years 6 months.,Female,Adoptable Cat Glass Colony,2017-12-10 00:00:00,Foster
3159,57969,2017-11-03 13:59:14,Stray,C17111461,Domestic Short Hair,Multi colours,Cat,2 years 6 months.,Female,Adoptable Cat Glass Colony,2018-01-06 00:00:00,Adoption
3167,57977,2017-11-04 12:09:57,Stray,C17111466,Domestic Short Hair,Black and other colours mix,Cat,4 years 0 months.,Female,Adoptable Cat Small Colony,2017-11-06 00:00:00,Reclaimed
3168,57977,2017-11-04 12:09:57,Stray,C17111466,Domestic Short Hair,Black and other colours mix,Cat,4 years 0 months.,Female,Adoptable Cat Small Colony,2018-01-14 00:00:00,Adoption
3169,57978,2017-11-04 12:43:10,Litter relinquishment,C17111462,Domestic Short Hair,Black and other colours mix,Cat,1 year 3 months.,Male,Lobby,2017-11-18 00:00:00,Adoption
3170,57979,2017-11-04 12:43:10,Litter relinquishment,C17111463,Domestic Short Hair,Grey,Cat,1 year 3 months.,Male,Lobby,2017-11-14 00:00:00,Adoption
3171,57980,2017-11-04 12:43:10,Litter relinquishment,C17111464,Domestic Short Hair,White mix,Cat,1 year 3 months.,Male,Adoptable Cat Small Colony,2017-11-20 00:00:00,Adoption
3174,57982,2017-11-04 13:44:37,Incompatible with owner lifestyle,C17111467,Domestic Short Hair,White mix,Cat,1 year 6 months.,Male,Adoptable Cat Big Colony,2017-11-09 00:00:00,Adoption
3175,57984,2017-11-04 16:53:13,Stray,C17111468,Domestic Short Hair,White mix,Cat,6 years 0 months.,Male,Adoptable Cat Glass Colony,2017-11-30 00:00:00,Adoption
3178,57987,2017-11-05 14:43:45,Incompatible with owner lifestyle,C17111469,Domestic Short Hair,Black,Cat,3 years 0 months.,Male,Adoptable Cat Glass Colony,2017-12-01 00:00:00,Adoption
3181,57991,2017-11-06 12:03:33,Stray,C17111471,Domestic Short Hair,Black and other colours mix,Cat,1 year 3 months.,Female,Lobby,2017-11-19 00:00:00,Adoption
3182,57992,2017-11-06 12:03:33,Stray,C17111472,Domestic Short Hair,Grey,Cat,1 year 2 months.,Female,Lobby,2017-11-18 00:00:00,Adoption
3183,57994,2017-11-06 12:46:58,Stray,C17111473,Domestic Short Hair,White mix,Cat,4 years 0 months.,Male,Adoptable Cat Kennels,2017-12-01 00:00:00,Adoption
3187,58000,2017-11-07 09:43:34,Stray,C17111475,Domestic Long Hair,White mix,Cat,3 years 11 months.,Male,Adoptable Cat Middle Colony,2017-12-01 00:00:00,Adoption
3191,58003,2017-11-07 13:22:26,Incompatible with owner lifestyle,C17111476,Domestic Short Hair,Orange,Cat,1 year 2 months.,Female,Lobby,2017-11-11 00:00:00,Foster
3192,58003,2017-11-07 13:22:26,Incompatible with owner lifestyle,C17111476,Domestic Short Hair,Orange,Cat,1 year 2 months.,Female,Lobby,2017-12-06 00:00:00,Adoption
3196,58006,2017-11-08 12:08:11,Stray,C17111477,Domestic Short Hair,Designer colors,Cat,13 years 11 months.,Male,Stray Cats,2017-11-08 00:00:00,Reclaimed
3197,58008,2017-11-08 13:38:27,Stray,C17111479,Domestic Short Hair,Designer colors,Cat,1 year 1 month.,Male,Adoptable Cat Kennels,2017-11-14 00:00:00,Foster
3198,58008,2017-11-08 13:38:27,Stray,C17111479,Domestic Short Hair,Designer colors,Cat,1 year 1 month.,Male,Adoptable Cat Kennels,2018-01-19 00:00:00,Adoption
3206,58019,2017-11-10 18:36:26,Sick/Injured,C1711249,Domestic Short Hair,Multi colours,Cat,10 years 0 months.,Female,Adoptable Cat Kennels,2017-12-19 00:00:00,Adoption
3207,58020,2017-11-11 12:10:54,Stray,C17111482,Domestic Medium Hair,Orange,Cat,1 year 2 months.,Male,Feline Nursery,2017-11-28 00:00:00,Foster
3208,58020,2017-11-11 12:10:54,Stray,C17111482,Domestic Medium Hair,Orange,Cat,1 year 2 months.,Male,Feline Nursery,2018-01-11 00:00:00,Adoption
3213,58024,2017-11-11 13:41:53,Stray,C17111485,Domestic Short Hair,Grey,Cat,2 years 4 months.,Female,Stray Cats,2017-11-12 00:00:00,Transfer
3214,58025,2017-11-11 13:41:58,Incompatible with owner lifestyle,C17111484,Domestic Short Hair,Black,Cat,1 year 6 months.,Male,Adoptable Cat Glass Colony,2017-12-19 00:00:00,Adoption
3215,58026,2017-11-11 13:41:58,Incompatible with owner lifestyle,C17111486,Domestic Short Hair,Orange,Cat,1 year 6 months.,Male,Adoptable Cat Glass Colony,2017-12-19 00:00:00,Adoption
3216,58029,2017-11-12 14:31:10,Owner requested Euthanasia,C1711068,Domestic Medium Hair,White mix,Cat,3 years 0 months.,Male,Adoptable Cat Kennels,2017-11-28 00:00:00,Adoption
3219,58034,2017-11-13 12:20:12,Stray,C17111488,Domestic Short Hair,Black and other colours mix,Cat,3 years 0 months.,Male,Adoptable Cat Big Colony,2017-12-17 00:00:00,Adoption
3227,58041,2017-11-13 16:17:30,Stray,C17111494,Domestic Short Hair,Grey,Cat,1 year 5 months.,Female,Adoptable Cat Kennels,2017-11-28 00:00:00,Foster
3228,58041,2017-11-13 16:17:30,Stray,C17111494,Domestic Short Hair,Grey,Cat,1 year 5 months.,Female,Adoptable Cat Kennels,2018-01-19 00:00:00,Adoption
3229,58042,2017-11-13 16:43:10,Stray,C17111495,Domestic Medium Hair,Black and other colours mix,Cat,1 year 2 months.,Female,Adoptable Cat Kennels,2017-11-28 00:00:00,Foster
3230,58042,2017-11-13 16:43:10,Stray,C17111495,Domestic Medium Hair,Black and other colours mix,Cat,1 year 2 months.,Female,Adoptable Cat Kennels,2017-12-15 00:00:00,Adoption
3233,58051,2017-11-14 13:31:11,Stray,C1711252,Domestic Short Hair,Orange,Cat,7 years 0 months.,Male,Adoptable Cat Kennels,2017-11-21 00:00:00,Adoption
3234,58054,2017-11-14 14:17:34,Stray,C17111497,Domestic Short Hair,Black,Cat,1 year 3 months.,Male,Adoptable Cat Small Colony,2017-11-27 00:00:00,Adoption
3235,58055,2017-11-14 14:17:34,Stray,C17111498,Domestic Short Hair,Multi colours,Cat,1 year 3 months.,Female,Adoptable Cat Small Colony,2017-11-27 00:00:00,Adoption
3236,58056,2017-11-14 14:17:34,Stray,C17111499,Domestic Short Hair,Orange,Cat,1 year 9 months.,Male,Adoptable Cat Small Colony,2017-12-01 00:00:00,Adoption
3237,58057,2017-11-14 15:58:14,Stray,C17111500,Domestic Short Hair,Black and other colours mix,Cat,8 weeks.,Male,Stray Cats,2017-11-17 00:00:00,Foster
3238,58059,2017-11-14 15:58:14,Stray,C17111502,Domestic Short Hair,Black and other colours mix,Cat,1 year 2 months.,Female,Adoptable Cat Kennels,2017-11-17 00:00:00,Foster
3239,58059,2017-11-14 15:58:14,Stray,C17111502,Domestic Short Hair,Black and other colours mix,Cat,1 year 2 months.,Female,Adoptable Cat Kennels,2018-01-19 00:00:00,Adoption
3241,58061,2017-11-14 17:20:23,Marriage/Relationship split,C17111503,Domestic Short Hair,Multi colours,Cat,3 years 3 months.,Female,Adoptable Cat Big Colony,2017-12-01 00:00:00,Adoption
3242,58062,2017-11-14 17:20:23,Marriage/Relationship split,C17111504,Domestic Short Hair,Black,Cat,14 years 6 months.,Female,Adoptable Cat Small Colony,2017-12-09 00:00:00,Adoption
3243,58063,2017-11-14 17:20:23,Marriage/Relationship split,C17111505,Domestic Short Hair,Black and other colours mix,Cat,6 years 8 months.,Female,Adoptable Cat Big Colony,2017-12-08 00:00:00,Adoption
3251,58069,2017-11-15 15:10:19,Unable to Afford,C17111507,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Glass Colony,2017-12-26 00:00:00,Adoption
3252,58070,2017-11-15 15:12:32,Unable to Afford,C17111508,Domestic Short Hair,Orange,Cat,1 year 5 months.,Male,Adoptable Cat Glass Colony,2017-12-23 00:00:00,Adoption
3264,58082,2017-11-17 12:53:05,Stray,C17111509,Domestic Short Hair,Black and other colours mix,Cat,6 years 8 months.,Female,Adoptable Cat Middle Colony,2018-01-20 00:00:00,Adoption
3265,58082,2017-11-17 12:53:05,Stray,C17111509,Domestic Short Hair,Black and other colours mix,Cat,6 years 8 months.,Female,Adoptable Cat Middle Colony,2018-03-03 00:00:00,Adoption
3267,58084,2017-11-17 15:25:41,Stray,C17111510,Domestic Medium Hair,Black and other colours mix,Cat,1 year 1 month.,Male,Adoptable Cat Glass Colony,2017-11-26 00:00:00,Foster
3268,58084,2017-11-17 15:25:41,Stray,C17111510,Domestic Medium Hair,Black and other colours mix,Cat,1 year 1 month.,Male,Adoptable Cat Glass Colony,2018-01-05 00:00:00,Adoption
3269,58085,2017-11-17 15:25:41,Stray,C17111511,Domestic Short Hair,White mix,Cat,1 year 1 month.,Male,Adoptable Cat Kennels,2017-11-26 00:00:00,Foster
3270,58085,2017-11-17 15:25:41,Stray,C17111511,Domestic Short Hair,White mix,Cat,1 year 1 month.,Male,Adoptable Cat Kennels,2018-01-04 00:00:00,Adoption
3271,58086,2017-11-17 15:25:41,Stray,C17111512,Domestic Short Hair,Multi colours,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2017-11-26 00:00:00,Foster
3272,58086,2017-11-17 15:25:41,Stray,C17111512,Domestic Short Hair,Multi colours,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2018-01-04 00:00:00,Adoption
3273,58087,2017-11-17 15:25:41,Stray,C17111513,Domestic Medium Hair,Multi colours,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2017-11-26 00:00:00,Foster
3274,58087,2017-11-17 15:25:41,Stray,C17111513,Domestic Medium Hair,Multi colours,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2018-01-04 00:00:00,Adoption
3275,58088,2017-11-17 15:25:41,Stray,C17111514,Domestic Short Hair,Multi colours,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2017-11-26 00:00:00,Foster
3276,58088,2017-11-17 15:25:41,Stray,C17111514,Domestic Short Hair,Multi colours,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2018-01-04 00:00:00,Adoption
3277,58089,2017-11-17 15:25:41,Stray,C17111515,Domestic Short Hair,White mix,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2017-11-26 00:00:00,Foster
3278,58089,2017-11-17 15:25:41,Stray,C17111515,Domestic Short Hair,White mix,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,2018-01-04 00:00:00,Adoption
3286,58101,2017-11-18 12:28:57,Owner Deceased,C17111521,Domestic Short Hair,Orange,Cat,10 years 0 months.,Male,Stray Cats,2017-11-29 00:00:00,Adoption
3287,58102,2017-11-18 12:40:05,Stray,C17111519,Domestic Short Hair,Orange,Cat,2 years 3 months.,Male,Adoptable Cat Glass Colony,2017-12-13 00:00:00,Adoption
3289,58106,2017-11-18 15:56:32,Moving,C17111524,Domestic Short Hair,Multi colours,Cat,1 year 10 months.,Female,Adoptable Cat Glass Colony,2018-01-05 00:00:00,Adoption
3290,58107,2017-11-18 16:31:34,Stray,C17111522,Domestic Short Hair,Black and other colours mix,Cat,13 years 0 months.,Female,Adoptable Cat Glass Colony,2018-01-16 00:00:00,Adoption
3295,58111,2017-11-19 15:28:03,Stray,C17111525,Domestic Short Hair,Multi colours,Cat,2 years 0 months.,Female,Adoptable Cat Glass Colony,2017-12-28 00:00:00,Adoption
3301,58116,2017-11-20 12:30:08,Stray,C17111527,Domestic Short Hair,Black and other colours mix,Cat,2 years 0 months.,Female,Adoptable Cat Big Colony,2017-12-16 00:00:00,Adoption
3302,58118,2017-11-20 13:33:12,Abandoned,C1711261,Domestic Short Hair,Black and other colours mix,Cat,2 years 7 months.,Female,Adoptable Cat Kennels,2017-12-02 00:00:00,Adoption
3303,58120,2017-11-20 15:58:25,Stray,C17111528,Domestic Medium Hair,Black and other colours mix,Cat,1 year 2 months.,Male,Special Care Cats,2017-12-12 00:00:00,Adoption
3315,58128,2017-11-21 12:20:28,Stray,C17111532,Domestic Short Hair,Black and other colours mix,Cat,1 year 3 months.,Male,Lobby,2017-12-15 00:00:00,Adoption
3316,58129,2017-11-21 12:20:28,Stray,C17111533,Domestic Short Hair,White mix,Cat,1 year 3 months.,Female,Lobby,2017-12-15 00:00:00,Adoption
3317,58130,2017-11-21 12:20:28,Stray,C17111534,Domestic Short Hair,Multi colours,Cat,1 year 11 months.,Female,Adoptable Cat Glass Colony,2017-12-19 00:00:00,Adoption
3319,58132,2017-11-21 12:41:32,Owner Deceased,C1711263,Domestic Short Hair,White mix,Cat,5 years 3 months.,Female,Adoptable Cat Middle Colony,2017-12-07 00:00:00,Adoption
3320,58133,2017-11-21 13:42:14,Stray,C1711264,Domestic Short Hair,Black and other colours mix,Cat,1 year 7 months.,Male,Adoptable Cat Glass Colony,2017-12-26 00:00:00,Adoption
3321,58134,2017-11-22 04:14:47,Stray,C1711265,Domestic Short Hair,Multi colours,Cat,2 years 0 months.,Female,Adoptable Cat Glass Colony,2017-12-20 00:00:00,Adoption
3323,58137,2017-11-22 12:33:27,Stray,C17111535,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Feline Nursery,2017-11-30 00:00:00,Foster
3324,58137,2017-11-22 12:33:27,Stray,C17111535,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Feline Nursery,2017-12-28 00:00:00,Adoption
3325,58138,2017-11-22 13:53:30,Stray,C17111536,Domestic Short Hair,Black and other colours mix,Cat,8 years 2 months.,Male,Stray Cats,2017-11-25 00:00:00,Reclaimed
3326,58139,2017-11-24 08:52:36,Stray,C1711266,Domestic Short Hair,Black and other colours mix,Cat,4 years 0 months.,Unknown,Stray Cats,2017-12-06 00:00:00,Transfer
3327,58140,2017-11-25 10:03:04,Stray,C17111537,Domestic Short Hair,Black,Cat,3 years 0 months.,Male,Cat room B,2017-11-27 00:00:00,Reclaimed
3328,58140,2017-11-25 10:03:04,Stray,C17111537,Domestic Short Hair,Black,Cat,3 years 0 months.,Male,Cat room B,2019-05-03 00:00:00,Reclaimed
3332,58146,2017-11-26 21:44:26,Sick/Injured,C1711268,Domestic Short Hair,Black and other colours mix,Cat,11 years 2 months.,Male,Adoptable Cat Big Colony,2017-12-22 00:00:00,Adoption
3333,58146,2017-11-26 21:44:26,Sick/Injured,C1711268,Domestic Short Hair,Black and other colours mix,Cat,11 years 2 months.,Male,Adoptable Cat Big Colony,2018-01-28 00:00:00,Adoption
3354,58158,2017-11-27 14:09:03,Landlord issues,C17111538,Domestic Short Hair,Black,Cat,2 years 6 months.,Male,Adoptable Cat Big Colony,2017-12-16 00:00:00,Adoption
3355,58159,2017-11-27 14:13:27,Landlord issues,C17111539,Domestic Short Hair,Black and other colours mix,Cat,2 years 7 months.,Male,Adoptable Cat Big Colony,2017-12-16 00:00:00,Adoption
3356,58160,2017-11-27 15:33:02,Stray,C17111547,Domestic Long Hair,Black and other colours mix,Cat,7 years 0 months.,Male,Adoptable Cat Glass Colony,2017-12-21 00:00:00,Adoption
3357,58161,2017-11-27 15:39:48,Stray,C17111548,Domestic Short Hair,Multi colours,Cat,9 years 3 months.,Female,Check-in,2017-11-28 00:00:00,Reclaimed
3358,58162,2017-11-27 16:18:22,Incompatible with owner lifestyle,C17111540,Domestic Medium Hair,Designer colors,Cat,13 years 5 months.,Female,Adoptable Cat Kennels,2018-02-12 00:00:00,Adoption
3361,58166,2017-11-28 08:43:52,Stray,C1711270,Domestic Short Hair,Black and other colours mix,Cat,1 year 3 months.,Female,Lobby,2017-12-05 00:00:00,Adoption
3362,58166,2017-11-28 08:43:52,Stray,C1711270,Domestic Short Hair,Black and other colours mix,Cat,1 year 3 months.,Female,Lobby,2017-12-18 00:00:00,Adoption
3366,58169,2017-11-28 14:35:26,Stray,C17111543,Domestic Short Hair,Multi colours,Cat,7 years 4 months.,Female,Adoptable Cat Big Colony,2017-12-21 00:00:00,Adoption
3367,58169,2017-11-28 14:35:26,Stray,C17111543,Domestic Short Hair,Multi colours,Cat,7 years 4 months.,Female,Adoptable Cat Big Colony,2018-01-20 00:00:00,Adoption
3369,58171,2017-11-28 16:36:02,Marriage/Relationship split,C17111544,Domestic Short Hair,Orange,Cat,14 years 5 months.,Male,Adoptable Cat Small Colony,2017-12-08 00:00:00,Adoption
3370,58172,2017-11-28 16:36:02,Marriage/Relationship split,C17111545,Domestic Short Hair,Grey,Cat,12 years 1 month.,Female,Adoptable Cat Big Colony,2018-01-25 00:00:00,Adoption
3371,58173,2017-11-28 16:36:02,Marriage/Relationship split,C17111546,Domestic Short Hair,Black and other colours mix,Cat,11 years 11 months.,Male,Adoptable Cat Small Colony,2017-12-08 00:00:00,Adoption
3377,58180,2017-11-29 15:37:17,Stray,C17111550,Domestic Short Hair,Multi colours,Cat,1 year 8 months.,Female,Adoptable Cat Glass Colony,2018-01-02 00:00:00,Adoption
3387,58192,2017-12-01 11:22:12,Stray,C17121554,Domestic Short Hair,White mix,Cat,4 years 11 months.,Male,Adoptable Cat Small Colony,2018-01-06 00:00:00,Adoption
3388,58193,2017-12-01 11:22:12,Stray,C17121555,Domestic Short Hair,Black and other colours mix,Cat,4 years 11 months.,Female,Adoptable Cat Small Colony,2018-01-06 00:00:00,Adoption
3389,58195,2017-12-01 13:49:03,Stray,C17121556,Domestic Short Hair,Black and other colours mix,Cat,2 years 11 months.,Male,Adoptable Cat Glass Colony,2017-12-30 00:00:00,Adoption
3390,58196,2017-12-01 13:57:34,Allergies,C17121557,Domestic Short Hair,Black and other colours mix,Cat,11 years 6 months.,Female,Cat room B,2018-01-22 00:00:00,Adoption
3391,58196,2017-12-01 13:57:34,Allergies,C17121557,Domestic Short Hair,Black and other colours mix,Cat,11 years 6 months.,Female,Cat room B,2018-04-21 00:00:00,Transfer
3396,58203,2017-12-02 13:49:19,Stray,C17121560,Domestic Short Hair,White mix,Cat,1 year 11 months.,Male,Stray Cats,2017-12-05 00:00:00,Reclaimed
3397,58203,2017-12-02 13:49:19,Stray,C17121560,Domestic Short Hair,White mix,Cat,1 year 11 months.,Male,Stray Cats,2017-12-06 00:00:00,Transfer
3408,58212,2017-12-02 15:43:01,Moving,C17121562,Domestic Short Hair,White mix,Cat,5 years 11 months.,Male,Adoptable Cat Kennels,2017-12-30 00:00:00,Adoption
3414,58215,2017-12-03 13:12:26,Stray,C17121564,Domestic Short Hair,Black and other colours mix,Cat,4 years 5 months.,Female,Adoptable Cat Small Colony,2017-12-21 00:00:00,Adoption
3415,58215,2017-12-03 13:12:26,Stray,C17121564,Domestic Short Hair,Black and other colours mix,Cat,4 years 5 months.,Female,Adoptable Cat Small Colony,2019-05-11 00:00:00,Adoption
